,Loyalty_Program_Status,Gender,CustomerSatisfaction,Installment_Number,Total_Installments,Installment_Amount,Principal_Amount,Interest_Amount,Amount_Due,Currency,Payment_Method,Order Status,Delay_Days,Repayment_Status,Total_Loans,Segment,Quantity,Unit Price,Total Amount,Discount Applied (%),Tax (%),Payment_Mode,Month Order Count,Avg Qantity,Cancelled Order Per Customer,Order Channel,ProductCategory,ProductBrand,ProductCategory2,Cost Price,Discount (%),PurchaseFrequency,Stock Status,Product Status,Customers_Location,Customer_Duration,Age_Group,installment_to_principal_ratio,interest_to_amount_due_ratio,remaining_installments,amount_per_unit,loans_per_purchase_cycle
1515,Platinum,FEMALE,3,2,6,276.11,1599.9,43.98,276.11,USD,Auto-Debit,Shipped,122,Late,1,SME,10,981,9811,15,10,Credit Card,1,10,0,Online,Headphones,HP,Headphones,31,20,19,In Stock,Active,"New York City, New York",Old Customer,Young,0.17257953622101382,0.15928434319655208,4,981.1,0.05263157894736842
1516,Bronze,MALE,4,5,6,315.67,1777.88,68.7,315.67,EUR,Bank Transfer,Delivered,0,On-Time,1,SME,9,62,557,10,0,Credit Card,1,9,0,Online,Smartphones,Apple,Smartphones,813,5,6,In Stock,Inactive,"New York City, New York",Old Customer,Middle age,0.17755416563547596,0.2176323375677131,1,61.888888888888886,0.16666666666666666
1517,Bronze,MALE,5,1,6,233.01,1361.46,36.58,233.01,EUR,Debit Card,Delivered,15,On-Time,1,Retail,8,891,7131,0,8,PayPal,1,8,0,Online,Smartphones,Sony,Smartphones,1451,10,8,In Stock,Active,"Lubbock, Texas",Old Customer,Middle age,0.171147150852761,0.15698897043045362,5,891.375,0.125
1518,Gold,MALE,4,6,6,448.51,2611.01,80.07,448.51,USD,Wallet,Pending,0,On-Time,1,SME,2,503,1006,10,5,PayPal,1,2,0,Online,Tablets,HP,Tablets,866,0,3,In Stock,Inactive,"Lubbock, Texas",Old Customer,Old,0.17177643900253156,0.17852444761543776,0,503.0,0.3333333333333333
1519,Bronze,FEMALE,2,2,3,179.41,530.42,7.8,179.41,USD,Debit Card,Cancelled,0,On-Time,1,Retail,7,439,3073,0,8,Mobile Money,1,7,1,Online,Tablets,HP,Tablets,218,20,1,In Stock,Inactive,"Lubbock, Texas",Old Customer,Middle age,0.3382413936126089,0.043475837467253774,1,439.0,1.0
1520,Platinum,MALE,2,2,3,776.69,2235.95,94.11,776.69,EUR,Debit Card,Delivered,0,On-Time,1,SME,5,30,150,15,0,Cash,1,5,0,Offline,Tablets,Other Brands,Tablets,853,20,10,In Stock,Archived,"New York City, New York",Old Customer,Middle age,0.3473646548446969,0.12116803357839034,1,30.0,0.1
1521,Gold,FEMALE,4,4,12,364.08,4275.75,93.22,364.08,EUR,Bank Transfer,Cancelled,0,On-Time,1,Corporate,5,760,3801,5,8,Credit Card,1,5,1,Online,Smartphones,Sony,Smartphones,823,5,9,In Stock,Archived,"Lake Elsinore, California",Old Customer,Middle age,0.08514997368882651,0.2560426279938475,8,760.2,0.1111111111111111
1522,Silver,MALE,4,6,6,416.59,2374.55,106.86,416.59,EUR,Auto-Debit,Pending,71,Late,1,Corporate,10,620,6204,15,0,Debit Card,1,10,0,Online,Laptops,Samsung,Laptops,1130,10,6,In Stock,Archived,"Wichita, Kansas",New Customer,Middle age,0.1754395569686888,0.25651119806044315,0,620.4,0.16666666666666666
1523,Bronze,MALE,4,4,9,393.97,3410.12,87.65,393.97,EUR,Auto-Debit,Shipped,35,Late,1,SME,8,371,2970,15,5,Credit Card,1,8,0,Online,Tablets,Samsung,Tablets,1085,15,13,In Stock,Archived,"Wichita, Kansas",New Customer,Young,0.11552965878033619,0.22247886894941238,5,371.25,0.07692307692307693
1524,Bronze,MALE,1,1,3,209.51,618.42,10.1,209.51,USD,Debit Card,Returned,0,On-Time,1,Retail,1,774,774,15,10,Debit Card,1,1,0,Online,Tablets,Sony,Tablets,182,10,19,In Stock,Inactive,"Oceanside, California",Old Customer,Middle age,0.33878270431098606,0.048207722781728794,2,774.0,0.05263157894736842
1525,Bronze,FEMALE,1,11,12,301.38,3493.12,123.47,301.38,EUR,Auto-Debit,Shipped,147,Late,1,Corporate,10,860,8601,5,0,Mobile Money,1,10,0,Online,Tablets,Apple,Tablets,1004,0,9,In Stock,Inactive,"New York City, New York",New Customer,Old,0.08627816965921584,0.409682128873847,1,860.1,0.1111111111111111
1526,Gold,MALE,5,4,9,470.59,4167.5,67.83,470.59,USD,Wallet,Delivered,93,Late,1,Corporate,5,532,2662,0,10,Cash,1,5,0,Offline,Headphones,Other Brands,Headphones,93,10,13,In Stock,Inactive,"New York City, New York",Old Customer,Young,0.11291901619676065,0.14413820948171444,5,532.4,0.07692307692307693
1527,Bronze,FEMALE,3,4,6,499.19,2899.37,95.78,499.19,USD,Bank Transfer,Delivered,0,On-Time,1,SME,9,600,5404,10,8,Credit Card,1,9,0,Online,Smartphones,Sony,Smartphones,797,15,3,In Stock,Archived,"New York City, New York",New Customer,Middle age,0.1721718856165305,0.1918708307458082,2,600.4444444444445,0.3333333333333333
1528,Platinum,FEMALE,4,1,3,1549.7,4561.54,87.55,1549.7,USD,Wallet,Pending,46,Late,1,Retail,6,77,463,5,10,Debit Card,1,6,0,Online,Tablets,Other Brands,Tablets,816,0,13,In Stock,Active,"New York City, New York",Old Customer,Middle age,0.33973175725741744,0.05649480544621539,2,77.16666666666667,0.07692307692307693
1529,Platinum,MALE,3,1,3,892.93,2645.06,33.72,892.93,NGN,Wallet,Cancelled,0,On-Time,1,Corporate,7,242,1692,5,10,Credit Card,1,7,1,Online,Tablets,Samsung,Tablets,734,10,3,In Stock,Archived,"Medford, Oregon",Old Customer,Middle age,0.33758402455898917,0.037763318513209326,2,241.71428571428572,0.3333333333333333
1530,Platinum,MALE,5,2,3,1063.15,3069.1,120.35,1063.15,EUR,Wallet,Delivered,0,On-Time,1,Corporate,6,857,5145,5,5,Debit Card,1,6,0,Online,Headphones,Sony,Headphones,634,15,17,In Stock,Archived,"Tyler, Texas",Old Customer,Old,0.3464044833990421,0.11320133565348256,1,857.5,0.058823529411764705
1531,Platinum,MALE,1,10,12,233.45,2731.35,34.66,233.45,NGN,Bank Transfer,Cancelled,91,Late,1,Retail,4,843,3374,10,5,Mobile Money,1,4,1,Online,Headphones,Apple,Headphones,605,20,1,In Stock,Archived,"Tyler, Texas",New Customer,Middle age,0.08547055485382686,0.1484686228314414,2,843.5,1.0
1532,Silver,MALE,1,2,3,403.75,1162.26,48.99,403.75,USD,Auto-Debit,Pending,122,Late,1,Corporate,9,703,6330,5,5,Debit Card,1,9,0,Online,Tablets,Samsung,Tablets,627,15,6,In Stock,Archived,"Tyler, Texas",New Customer,Young,0.3473835458503261,0.1213374613003096,1,703.3333333333334,0.16666666666666666
1533,Platinum,FEMALE,1,4,12,61.95,718.84,24.59,61.95,USD,Wallet,Shipped,51,Late,1,SME,8,157,1258,15,0,Cash,1,8,0,Offline,Headphones,HP,Headphones,287,10,13,In Stock,Inactive,"Tyler, Texas",New Customer,Middle age,0.08618051304880085,0.3969330104923325,8,157.25,0.07692307692307693
1534,Platinum,FEMALE,2,2,3,1052.29,3060.96,95.91,1052.29,USD,Debit Card,Returned,0,On-Time,1,Corporate,6,997,5984,10,10,Debit Card,1,6,0,Online,Smart Watches,Sony,Smart Watches,848,5,4,In Stock,Active,"New York City, New York",Old Customer,Middle age,0.34377776906591395,0.09114407625274401,1,997.3333333333334,0.25
1535,Bronze,FEMALE,1,2,3,1322.93,3872.3,96.49,1322.93,NGN,Wallet,Shipped,0,On-Time,1,Corporate,4,318,1274,15,5,Mobile Money,1,4,0,Online,Laptops,Other Brands,Laptops,619,20,3,In Stock,Active,"New York City, New York",Old Customer,Old,0.3416393357952638,0.07293658772573,1,318.5,0.3333333333333333
1536,Silver,MALE,3,6,6,383.87,2253.02,50.17,383.87,NGN,Debit Card,Delivered,152,Late,1,Corporate,2,452,905,10,8,Mobile Money,1,2,0,Online,Tablets,Sony,Tablets,982,10,18,In Stock,Inactive,"New York City, New York",Old Customer,Middle age,0.17038020079715227,0.13069528746711126,0,452.5,0.05555555555555555
1537,Gold,MALE,3,1,3,1333.7,3915.3,85.81,1333.7,USD,Bank Transfer,Delivered,73,Late,1,Corporate,6,414,2485,15,0,PayPal,1,6,0,Online,Tablets,Sony,Tablets,349,5,6,In Stock,Inactive,"New York City, New York",New Customer,Middle age,0.34063800985875925,0.06433980655319788,2,414.1666666666667,0.16666666666666666
1538,Silver,FEMALE,4,1,6,260.14,1528.11,32.74,260.14,EUR,Wallet,Pending,0,On-Time,1,Corporate,7,99,690,10,10,Debit Card,1,7,0,Online,Smartphones,Sony,Smartphones,976,5,9,In Stock,Inactive,"New York City, New York",New Customer,Middle age,0.1702364358586751,0.12585530867994157,5,98.57142857142857,0.1111111111111111
1539,Gold,MALE,3,3,3,750.71,2218.75,33.39,750.71,USD,Auto-Debit,Cancelled,0,On-Time,1,Retail,9,621,5591,15,0,Cash,1,9,1,Offline,Smartphones,Other Brands,Smartphones,27,10,5,In Stock,Archived,"New York City, New York",Old Customer,Young,0.33834816901408454,0.04447789426010044,0,621.2222222222222,0.2
1540,Gold,MALE,4,1,12,239.15,2785.31,84.47,239.15,NGN,Debit Card,Delivered,90,Late,1,Corporate,1,496,496,15,10,Credit Card,1,1,0,Online,Tablets,Other Brands,Tablets,755,5,8,In Stock,Archived,"New York City, New York",Old Customer,Old,0.08586117882749138,0.3532092828768555,11,496.0,0.125
1541,Platinum,FEMALE,3,7,12,77.79,912.98,20.51,77.79,USD,Bank Transfer,Cancelled,89,Late,1,SME,6,108,649,0,0,Cash,1,6,1,Offline,Smart Watches,HP,Smart Watches,456,20,5,In Stock,Active,"New York City, New York",New Customer,Middle age,0.08520449516966418,0.2636585679393238,5,108.16666666666667,0.2
1542,Bronze,MALE,5,7,12,186.55,2209.15,29.45,186.55,EUR,Wallet,Pending,71,Late,1,Retail,9,153,1373,10,10,Cash,1,9,0,Offline,Tablets,HP,Tablets,1287,15,1,In Stock,Active,"Seattle, Washington",Old Customer,Middle age,0.08444424326098274,0.15786652372018226,5,152.55555555555554,1.0
1543,Gold,MALE,5,7,12,374.95,4393.76,105.65,374.95,NGN,Debit Card,Shipped,0,On-Time,1,SME,10,615,6152,0,5,Mobile Money,1,10,0,Online,Smartphones,Apple,Smartphones,827,15,7,Low Stock,Active,"Seattle, Washington",Old Customer,Middle age,0.08533693237682531,0.2817709027870383,5,615.2,0.14285714285714285
1544,Silver,FEMALE,3,1,3,243.74,719.41,11.81,243.74,EUR,Wallet,Returned,0,On-Time,1,Corporate,2,895,1791,0,5,Credit Card,1,2,0,Online,Headphones,HP,Headphones,99,10,8,In Stock,Archived,"Seattle, Washington",Old Customer,Young,0.3388054099887408,0.048453269877738576,2,895.5,0.125
1545,Gold,FEMALE,1,11,12,23.35,268.47,11.73,23.35,USD,Wallet,Shipped,0,On-Time,1,Retail,8,873,6982,5,8,Credit Card,1,8,0,Online,Headphones,HP,Headphones,841,20,10,In Stock,Active,"Seattle, Washington",Old Customer,Old,0.08697433605244534,0.502355460385439,1,872.75,0.1
1546,Bronze,MALE,4,2,3,1381.62,4038.45,106.42,1381.62,USD,Wallet,Delivered,102,Late,1,Retail,10,360,3603,15,10,Credit Card,1,10,0,Online,Smart Watches,Apple,Smart Watches,830,20,11,In Stock,Inactive,"Seattle, Washington",Old Customer,Young,0.34211640604687443,0.07702552076547821,1,360.3,0.09090909090909091
1547,Silver,MALE,5,1,3,1268.04,3643.61,160.52,1268.04,EUR,Wallet,Delivered,0,On-Time,1,SME,6,301,1808,15,8,Cash,1,6,0,Offline,Tablets,Sony,Tablets,1010,0,13,In Stock,Archived,"Moreno Valley, California",Old Customer,Middle age,0.3480174881504881,0.12658906659095928,2,301.3333333333333,0.07692307692307693
1548,Gold,FEMALE,2,8,12,392.34,4481.08,211.22,392.34,NGN,Auto-Debit,Pending,46,Late,1,Retail,9,537,4832,15,10,Debit Card,1,9,0,Online,Tablets,Sony,Tablets,1200,20,11,In Stock,Archived,"Moreno Valley, California",New Customer,Middle age,0.08755478589982772,0.5383595860733038,4,536.8888888888889,0.09090909090909091
1549,Bronze,MALE,4,12,12,307.38,3605.98,82.6,307.38,EUR,Bank Transfer,Cancelled,2,On-Time,1,Corporate,8,58,466,10,8,Credit Card,1,8,1,Online,Tablets,Samsung,Tablets,617,20,4,In Stock,Inactive,"Moreno Valley, California",New Customer,Middle age,0.08524173733631357,0.26872275359489883,0,58.25,0.25
1550,Bronze,MALE,3,2,3,1555.52,4463.78,202.77,1555.52,EUR,Auto-Debit,Delivered,68,Late,1,Corporate,2,577,1154,10,0,Credit Card,1,2,0,Online,Smart Watches,Sony,Smart Watches,533,0,16,In Stock,Inactive,"Moreno Valley, California",Old Customer,Young,0.3484759553562228,0.13035512240279779,1,577.0,0.0625
1551,Silver,FEMALE,3,2,3,1749.72,4999.95,249.21,1749.72,USD,Debit Card,Cancelled,0,On-Time,1,Corporate,9,920,8278,10,8,Credit Card,1,9,1,Online,Smartphones,Sony,Smartphones,41,20,1,In Stock,Archived,"Los Angeles, California",Old Customer,Young,0.34994749947499476,0.14242850284616967,1,919.7777777777778,1.0
1552,Gold,MALE,1,5,6,171.09,990.67,35.85,171.09,USD,Auto-Debit,Pending,163,Late,1,SME,4,315,1262,0,8,PayPal,1,4,0,Online,Headphones,Samsung,Headphones,665,5,15,Low Stock,Archived,"Oklahoma City, Oklahoma",Old Customer,Old,0.17270130315846852,0.20953883920743469,1,315.5,0.06666666666666667
1553,Gold,FEMALE,1,2,12,372.15,4378.22,87.58,372.15,USD,Debit Card,Shipped,0,On-Time,1,Corporate,9,198,1778,5,5,Credit Card,1,9,0,Online,Headphones,Other Brands,Headphones,772,0,4,In Stock,Archived,"Oklahoma City, Oklahoma",New Customer,Old,0.08500029692432083,0.23533521429531104,10,197.55555555555554,0.25
1554,Bronze,MALE,2,2,6,397.66,2343.25,42.73,397.66,NGN,Debit Card,Returned,0,On-Time,1,SME,9,43,389,5,0,PayPal,1,9,0,Online,Tablets,HP,Tablets,1497,15,9,In Stock,Inactive,"Oklahoma City, Oklahoma",Old Customer,Middle age,0.16970447028699456,0.10745360358094853,4,43.22222222222222,0.1111111111111111
1555,Silver,FEMALE,3,4,9,238.99,2100.63,50.28,238.99,NGN,Wallet,Shipped,0,On-Time,1,SME,3,869,2608,0,5,Mobile Money,1,3,0,Online,Laptops,HP,Laptops,1152,0,19,In Stock,Active,"Oklahoma City, Oklahoma",Old Customer,Young,0.11377063071554724,0.21038537177287753,5,869.3333333333334,0.05263157894736842
1556,Platinum,MALE,5,1,3,122.72,310.34,11.93,122.72,NGN,Debit Card,Delivered,0,On-Time,1,Corporate,8,272,2175,0,8,Credit Card,1,8,0,Online,Smartphones,Other Brands,Smartphones,546,0,9,In Stock,Inactive,"Oklahoma City, Oklahoma",New Customer,Middle age,0.3954372623574145,0.09721316818774446,2,271.875,0.1111111111111111
1557,Bronze,MALE,5,6,12,82.46,962.39,27.09,82.46,USD,Bank Transfer,Delivered,66,Late,1,Corporate,4,619,2476,0,5,Cash,1,4,0,Offline,Smart Watches,Other Brands,Smart Watches,575,20,14,In Stock,Inactive,"Oklahoma City, Oklahoma",New Customer,Middle age,0.08568251956067706,0.3285229202037352,6,619.0,0.07142857142857142
1558,Silver,FEMALE,5,3,6,154.63,916.74,11.05,154.63,USD,Wallet,Pending,0,On-Time,1,SME,2,117,233,5,8,Cash,1,2,0,Offline,Smartphones,Apple,Smartphones,1241,5,10,In Stock,Active,"Shelton, Connecticut",Old Customer,Middle age,0.16867377882496673,0.07146090668046305,3,116.5,0.1
1559,Bronze,FEMALE,1,1,6,17.92,102.51,5.03,17.92,USD,Auto-Debit,Cancelled,0,On-Time,1,SME,10,868,8677,0,8,Mobile Money,1,10,1,Online,Tablets,Samsung,Tablets,1172,20,12,In Stock,Active,"Shelton, Connecticut",Old Customer,Old,0.17481221344259099,0.28069196428571425,5,867.7,0.08333333333333333
1560,Gold,MALE,3,2,3,1670.36,4899.46,111.61,1670.36,USD,Bank Transfer,Delivered,48,Late,1,SME,8,84,673,0,8,Credit Card,1,8,0,Online,Laptops,Other Brands,Laptops,368,5,7,In Stock,Inactive,"Los Angeles, California",New Customer,Middle age,0.34092736750580677,0.06681793146387606,1,84.125,0.14285714285714285
1561,Silver,FEMALE,5,5,6,503.9,2933.37,90.05,503.9,USD,Debit Card,Cancelled,87,Late,1,Retail,4,948,3793,10,5,Credit Card,1,4,1,Online,Laptops,Other Brands,Laptops,478,5,17,In Stock,Active,"Philadelphia, Pennsylvania",New Customer,Middle age,0.1717819436347955,0.1787060924786664,1,948.25,0.058823529411764705
1562,Bronze,FEMALE,4,2,9,187.52,1640.58,47.13,187.52,NGN,Wallet,Pending,0,On-Time,1,Corporate,1,225,225,0,5,Credit Card,1,1,0,Online,Headphones,Other Brands,Headphones,225,20,2,In Stock,Active,"Philadelphia, Pennsylvania",New Customer,Middle age,0.11430103987614137,0.2513331911262799,7,225.0,0.5
1563,Bronze,FEMALE,2,6,6,273.73,1605.04,37.33,273.73,EUR,Debit Card,Shipped,0,On-Time,1,SME,10,897,8967,10,5,PayPal,1,10,0,Online,Tablets,HP,Tablets,1140,10,3,In Stock,Inactive,"Philadelphia, Pennsylvania",New Customer,Old,0.17054403628570006,0.13637526029298944,0,896.7,0.3333333333333333
1564,Gold,MALE,3,8,12,109.6,1264.92,30.49,109.6,USD,Auto-Debit,Returned,0,On-Time,1,Corporate,7,227,1592,0,8,PayPal,1,7,0,Online,Laptops,Other Brands,Laptops,580,0,9,In Stock,Archived,"Philadelphia, Pennsylvania",Old Customer,Middle age,0.08664579578155139,0.2781934306569343,4,227.42857142857142,0.1111111111111111
1565,Gold,MALE,1,2,12,109.64,1298.33,17.3,109.64,USD,Wallet,Shipped,130,Late,1,Corporate,5,166,830,5,5,Cash,1,5,0,Offline,Smartphones,HP,Smartphones,664,5,4,In Stock,Archived,"Bristol, Tennessee",Old Customer,Middle age,0.08444694338111267,0.15778912805545423,10,166.0,0.25
1566,Bronze,MALE,1,3,12,151.09,1729.83,83.23,151.09,EUR,Auto-Debit,Delivered,9,On-Time,1,SME,9,750,6751,0,0,Cash,1,9,0,Offline,Tablets,Samsung,Tablets,1617,10,2,In Stock,Archived,"Lebanon, Tennessee",New Customer,Young,0.08734384303659898,0.5508637236084453,9,750.1111111111111,0.5
1567,Platinum,FEMALE,5,6,9,54.56,469.39,21.68,54.56,NGN,Bank Transfer,Delivered,0,On-Time,1,Corporate,7,870,6087,5,0,PayPal,1,7,0,Online,Laptops,Sony,Laptops,1147,5,5,In Stock,Inactive,"New York City, New York",Old Customer,Middle age,0.11623596582798952,0.3973607038123167,3,869.5714285714286,0.2
1568,Bronze,MALE,5,4,6,45.24,263.32,8.13,45.24,EUR,Auto-Debit,Pending,41,Late,1,Corporate,10,869,8692,5,0,Debit Card,1,10,0,Online,Smart Watches,HP,Smart Watches,485,10,17,In Stock,Active,"Milwaukee, Wisconsin",New Customer,Young,0.17180616740088106,0.1797082228116711,2,869.2,0.058823529411764705
1569,Bronze,MALE,4,1,12,403.75,4723.2,121.75,403.75,USD,Auto-Debit,Cancelled,0,On-Time,1,SME,4,220,881,10,8,Cash,1,4,1,Offline,Smart Watches,Other Brands,Smart Watches,1367,15,8,In Stock,Active,"Dallas, Texas",New Customer,Middle age,0.08548230013550136,0.3015479876160991,11,220.25,0.125
1570,Gold,FEMALE,2,2,3,164.78,479.02,15.32,164.78,EUR,Auto-Debit,Delivered,108,Late,1,Retail,2,659,1318,10,5,Debit Card,1,2,0,Online,Tablets,HP,Tablets,783,15,15,In Stock,Active,"Dallas, Texas",Old Customer,Middle age,0.34399398772493844,0.09297244811263503,1,659.0,0.06666666666666667
1571,Bronze,MALE,4,1,3,199.33,573.15,24.83,199.33,USD,Debit Card,Cancelled,0,On-Time,1,SME,5,870,4352,15,10,PayPal,1,5,1,Online,Smart Watches,HP,Smart Watches,452,15,7,In Stock,Inactive,"Henderson, Kentucky",Old Customer,Middle age,0.34777981331239644,0.12456730045652936,2,870.4,0.14285714285714285
1572,Silver,FEMALE,2,6,12,378.18,4432.76,105.43,378.18,NGN,Debit Card,Pending,0,On-Time,1,Retail,8,607,4856,5,0,Credit Card,1,8,0,Online,Headphones,Other Brands,Headphones,1007,5,9,Low Stock,Active,"Henderson, Kentucky",Old Customer,Middle age,0.08531479258971837,0.2787825903009149,6,607.0,0.1111111111111111
1573,Platinum,MALE,1,3,3,1623.85,4815.26,56.3,1623.85,USD,Wallet,Shipped,176,Late,1,Corporate,10,317,3171,0,8,Debit Card,1,10,0,Online,Smartphones,HP,Smartphones,954,15,7,In Stock,Archived,"Houston, Texas",Old Customer,Young,0.3372299730440308,0.03467069002678819,0,317.1,0.14285714285714285
1574,Platinum,FEMALE,4,1,6,325.74,1913.5,40.95,325.74,NGN,Auto-Debit,Returned,101,Late,1,SME,2,365,730,10,5,Credit Card,1,2,0,Online,Smart Watches,Other Brands,Smart Watches,529,20,3,In Stock,Archived,"Philadelphia, Pennsylvania",New Customer,Old,0.1702325581395349,0.1257137594400442,5,365.0,0.3333333333333333
1575,Silver,MALE,2,3,3,1177.95,3406.64,78.34,1177.95,USD,Bank Transfer,Shipped,0,On-Time,1,SME,2,977,1954,10,5,PayPal,1,2,0,Online,Smart Watches,HP,Smart Watches,1334,10,8,In Stock,Archived,"Philadelphia, Pennsylvania",New Customer,Old,0.3457805931944673,0.06650536949785645,0,977.0,0.125
1576,Bronze,MALE,5,6,6,822.87,4824.15,113.09,822.87,USD,Debit Card,Delivered,110,Late,1,Corporate,10,291,2914,15,8,Mobile Money,1,10,0,Online,Smartphones,Samsung,Smartphones,1429,10,15,In Stock,Archived,"Detroit, Michigan",Old Customer,Middle age,0.17057305432045025,0.13743361648863126,0,291.4,0.06666666666666667
1577,Gold,MALE,4,1,3,160.02,474.88,5.19,160.02,NGN,Wallet,Delivered,103,Late,1,SME,6,952,5714,10,8,Debit Card,1,6,0,Online,Headphones,Other Brands,Headphones,668,20,16,In Stock,Active,"Raleigh, North Carolina",Old Customer,Middle age,0.33696933962264153,0.03243344581927259,2,952.3333333333334,0.0625
1578,Platinum,FEMALE,5,7,9,565.71,4897.83,193.52,565.71,USD,Auto-Debit,Pending,81,Late,1,Retail,5,284,1422,15,10,Credit Card,1,5,0,Online,Laptops,HP,Laptops,658,15,5,In Stock,Active,"Philadelphia, Pennsylvania",Old Customer,Middle age,0.11550217136976988,0.3420833996217143,2,284.4,0.2
1579,Silver,FEMALE,2,3,3,1566.61,4444.53,219.55,1566.61,EUR,Bank Transfer,Cancelled,21,Late,1,Corporate,8,65,523,5,5,Mobile Money,1,8,1,Online,Tablets,Other Brands,Tablets,1149,20,7,Low Stock,Inactive,"Long Beach, New York",New Customer,Middle age,0.35248046475105355,0.1401433668877385,0,65.375,0.14285714285714285
1580,Silver,FEMALE,4,4,9,224.06,1963.95,52.59,224.06,USD,Auto-Debit,Delivered,0,On-Time,1,Retail,10,90,904,5,5,PayPal,1,10,0,Online,Laptops,Apple,Laptops,638,15,18,In Stock,Active,"New York City, New York",Old Customer,Middle age,0.11408640749509916,0.23471391591537982,5,90.4,0.05555555555555555
1581,Silver,FEMALE,2,5,9,218.85,1947.47,22.19,218.85,USD,Bank Transfer,Cancelled,0,On-Time,1,Retail,3,371,1112,10,5,Credit Card,1,3,1,Online,Laptops,Samsung,Laptops,138,5,13,In Stock,Archived,"New York City, New York",New Customer,Young,0.11237657062753213,0.10139364861777474,4,370.6666666666667,0.07692307692307693
1582,Silver,FEMALE,2,1,6,612.37,3503.71,126.84,612.37,NGN,Debit Card,Pending,0,On-Time,1,SME,4,425,1700,10,10,Cash,1,4,0,Offline,Tablets,Samsung,Tablets,1149,15,14,In Stock,Active,"New York City, New York",New Customer,Middle age,0.1747775928943891,0.20712967650276795,5,425.0,0.07142857142857142
1583,Gold,FEMALE,2,3,9,26.02,227.72,6.42,26.02,EUR,Auto-Debit,Shipped,67,Late,1,SME,9,616,5548,0,10,Credit Card,1,9,0,Online,Laptops,Other Brands,Laptops,1043,15,14,In Stock,Active,"New York City, New York",New Customer,Middle age,0.11426313015984542,0.24673328209069947,6,616.4444444444445,0.07142857142857142
1584,Silver,MALE,4,6,12,124.49,1464.83,29.06,124.49,NGN,Wallet,Returned,14,On-Time,1,Retail,1,273,273,5,8,Mobile Money,1,1,0,Online,Tablets,Apple,Tablets,310,10,7,In Stock,Inactive,"New York City, New York",Old Customer,Young,0.0849859710683151,0.23343240420917344,6,273.0,0.14285714285714285
1585,Platinum,FEMALE,5,5,12,175.49,2078.15,27.69,175.49,USD,Wallet,Shipped,47,Late,1,Retail,8,139,1109,5,5,Mobile Money,1,8,0,Online,Headphones,Apple,Headphones,1556,0,2,In Stock,Archived,"Allentown, Pennsylvania",Old Customer,Middle age,0.08444529990616655,0.1577867684768363,7,138.625,0.5
1586,Bronze,FEMALE,4,6,6,365.74,2170.07,24.36,365.74,NGN,Bank Transfer,Delivered,0,On-Time,1,Retail,3,212,635,0,0,PayPal,1,3,0,Online,Tablets,Apple,Tablets,444,0,4,In Stock,Inactive,"Allentown, Pennsylvania",New Customer,Middle age,0.16853834208113103,0.06660469185760376,0,211.66666666666666,0.25
